#wavelength = 0.3494
#qmax = 15.0
#qmin = 0
#Qdamp = 0.04373
#Lorch = off
#Q, intensity(inelacstic), <f^2>, <f>^2
#
1.1500e+01,1.0419e-01,1.0677e-01,4.6784e-02
1.1550e+01,1.0366e-01,1.0588e-01,4.6382e-02
1.1600e+01,1.0316e-01,1.0500e-01,4.5986e-02
1.1650e+01,1.0274e-01,1.0413e-01,4.5595e-02
1.1700e+01,1.0234e-01,1.0327e-01,4.5208e-02
1.1750e+01,1.0198e-01,1.0242e-01,4.4827e-02
1.1800e+01,1.0161e-01,1.0159e-01,4.4451e-02
1.1850e+01,1.0129e-01,1.0076e-01,4.4079e-02
1.1900e+01,1.0099e-01,9.9945e-02,4.3712e-02
1.1950e+01,1.0068e-01,9.9138e-02,4.3350e-02
1.2000e+01,1.0038e-01,9.8342e-02,4.2992e-02
1.2050e+01,1.0009e-01,9.7555e-02,4.2639e-02
1.2100e+01,9.9784e-02,9.6778e-02,4.2290e-02
1.2150e+01,9.9690e-02,9.6010e-02,4.1945e-02
1.2200e+01,9.9720e-02,9.5251e-02,4.1605e-02
1.2250e+01,9.9004e-02,9.4501e-02,4.1269e-02
1.2300e+01,9.8447e-02,9.3761e-02,4.0937e-02
1.2350e+01,9.7762e-02,9.3028e-02,4.0608e-02
1.2400e+01,9.7121e-02,9.2304e-02,4.0284e-02
1.2450e+01,9.6431e-02,9.1589e-02,3.9964e-02
1.2500e+01,9.5685e-02,9.0882e-02,3.9648e-02
1.2550e+01,9.4908e-02,9.0182e-02,3.9335e-02
1.2600e+01,9.4085e-02,8.9491e-02,3.9026e-02
1.2650e+01,9.3163e-02,8.8807e-02,3.8721e-02
1.2700e+01,9.2282e-02,8.8131e-02,3.8419e-02
1.2750e+01,9.1392e-02,8.7462e-02,3.8121e-02
1.2800e+01,9.0485e-02,8.6801e-02,3.7826e-02
1.2850e+01,8.9534e-02,8.6147e-02,3.7535e-02
1.2900e+01,8.8589e-02,8.5500e-02,3.7247e-02
1.2950e+01,8.7696e-02,8.4859e-02,3.6962e-02
1.3000e+01,8.6752e-02,8.4226e-02,3.6680e-02
1.3050e+01,8.5695e-02,8.3599e-02,3.6402e-02
1.3100e+01,8.4710e-02,8.2979e-02,3.6127e-02
1.3150e+01,8.3745e-02,8.2365e-02,3.5854e-02
1.3200e+01,8.2827e-02,8.1757e-02,3.5585e-02
1.3250e+01,8.1949e-02,8.1156e-02,3.5319e-02
1.3300e+01,8.1192e-02,8.0561e-02,3.5056e-02
1.3350e+01,8.0415e-02,7.9971e-02,3.4795e-02
1.3400e+01,7.9620e-02,7.9388e-02,3.4538e-02
1.3450e+01,7.8866e-02,7.8810e-02,3.4283e-02
1.3500e+01,7.8097e-02,7.8238e-02,3.4031e-02
1.3550e+01,7.7345e-02,7.7671e-02,3.3781e-02
1.3600e+01,7.6617e-02,7.7110e-02,3.3535e-02
1.3650e+01,7.5907e-02,7.6555e-02,3.3291e-02
1.3700e+01,7.5235e-02,7.6004e-02,3.3049e-02
1.3750e+01,7.4603e-02,7.5459e-02,3.2810e-02
1.3800e+01,7.3981e-02,7.4919e-02,3.2573e-02
1.3850e+01,7.3162e-02,7.4383e-02,3.2339e-02
1.3900e+01,7.2797e-02,7.3853e-02,3.2108e-02
1.3950e+01,7.2279e-02,7.3328e-02,3.1878e-02
1.4000e+01,7.1785e-02,7.2807e-02,3.1651e-02
1.4050e+01,7.1317e-02,7.2291e-02,3.1426e-02
1.4100e+01,7.0832e-02,7.1779e-02,3.1204e-02
1.4150e+01,7.0355e-02,7.1272e-02,3.0984e-02
1.4200e+01,6.9936e-02,7.0769e-02,3.0766e-02
1.4250e+01,6.9511e-02,7.0271e-02,3.0550e-02
1.4300e+01,6.9075e-02,6.9777e-02,3.0336e-02
1.4350e+01,6.8669e-02,6.9287e-02,3.0124e-02
1.4400e+01,6.8273e-02,6.8802e-02,2.9915e-02
1.4450e+01,6.7861e-02,6.8320e-02,2.9707e-02
1.4500e+01,6.7485e-02,6.7843e-02,2.9502e-02
1.4550e+01,6.7124e-02,6.7369e-02,2.9298e-02
1.4600e+01,6.6734e-02,6.6899e-02,2.9096e-02
1.4650e+01,6.6381e-02,6.6433e-02,2.8896e-02
1.4700e+01,6.5952e-02,6.5971e-02,2.8699e-02
1.4750e+01,6.5647e-02,6.5513e-02,2.8503e-02
1.4800e+01,6.5297e-02,6.5058e-02,2.8308e-02
1.4850e+01,6.4904e-02,6.4607e-02,2.8116e-02
1.4900e+01,6.4480e-02,6.4159e-02,2.7925e-02
1.4950e+01,6.4157e-02,6.3715e-02,2.7736e-02
1.5000e+01,6.3784e-02,6.3275e-02,2.7549e-02
1.5050e+01,6.3394e-02,6.2837e-02,2.7364e-02
1.5100e+01,6.3000e-02,6.2404e-02,2.7180e-02
1.5150e+01,6.2561e-02,6.1973e-02,2.6998e-02
1.5200e+01,6.2146e-02,6.1546e-02,2.6817e-02
1.5250e+01,6.1756e-02,6.1121e-02,2.6638e-02
1.5300e+01,6.1274e-02,6.0700e-02,2.6461e-02
1.5350e+01,6.0944e-02,6.0283e-02,2.6285e-02
1.5400e+01,6.0491e-02,5.9868e-02,2.6111e-02
1.5450e+01,6.0100e-02,5.9456e-02,2.5938e-02
1.5500e+01,5.9685e-02,5.9047e-02,2.5767e-02
1.5550e+01,5.9277e-02,5.8642e-02,2.5597e-02
1.5600e+01,5.8836e-02,5.8239e-02,2.5429e-02
1.5650e+01,5.8397e-02,5.7839e-02,2.5262e-02
1.5700e+01,5.7938e-02,5.7442e-02,2.5097e-02
1.5750e+01,5.7502e-02,5.7047e-02,2.4933e-02
1.5800e+01,5.7038e-02,5.6656e-02,2.4770e-02
1.5850e+01,5.6604e-02,5.6267e-02,2.4609e-02
1.5900e+01,5.6174e-02,5.5881e-02,2.4449e-02
1.5950e+01,5.5719e-02,5.5498e-02,2.4290e-02
1.6000e+01,5.5289e-02,5.5117e-02,2.4133e-02
1.6050e+01,5.4864e-02,5.4739e-02,2.3977e-02
1.6100e+01,5.4420e-02,5.4363e-02,2.3822e-02
1.6150e+01,5.3984e-02,5.3990e-02,2.3669e-02
1.6200e+01,5.3542e-02,5.3620e-02,2.3517e-02
1.6250e+01,5.3080e-02,5.3252e-02,2.3366e-02
1.6300e+01,5.2613e-02,5.2887e-02,2.3216e-02
1.6350e+01,5.2139e-02,5.2524e-02,2.3067e-02
1.6400e+01,5.1544e-02,5.2163e-02,2.2920e-02
1.6450e+01,5.1081e-02,5.1805e-02,2.2774e-02
1.6500e+01,5.0503e-02,5.1449e-02,2.2629e-02
1.6550e+01,4.9920e-02,5.1096e-02,2.2485e-02
1.6600e+01,4.9311e-02,5.0745e-02,2.2342e-02
1.6650e+01,4.8694e-02,5.0396e-02,2.2200e-02
1.6700e+01,4.8078e-02,5.0050e-02,2.2060e-02
1.6750e+01,4.7429e-02,4.9706e-02,2.1920e-02
1.6800e+01,4.6774e-02,4.9364e-02,2.1782e-02
1.6850e+01,4.6098e-02,4.9024e-02,2.1645e-02
1.6900e+01,4.5379e-02,4.8687e-02,2.1508e-02
1.6950e+01,4.4666e-02,4.8351e-02,2.1373e-02
1.7000e+01,4.3932e-02,4.8018e-02,2.1239e-02
