#wavelength = 0.3494
#qmax = 15.0
#qmin = 0
#Qdamp = 0.04373
#Lorch = off
#Q, intensity(inelacstic), <f^2>, <f>^2
#
1.5000e+00,7.0266e-01,9.7077e-01,7.2146e-01
1.5500e+00,8.1739e-01,9.5549e-01,7.0903e-01
1.6000e+00,9.3577e-01,9.4032e-01,6.9668e-01
1.6500e+00,1.0494e+00,9.2529e-01,6.8442e-01
1.7000e+00,1.1602e+00,9.1039e-01,6.7227e-01
1.7500e+00,1.2603e+00,8.9565e-01,6.6023e-01
1.8000e+00,1.3283e+00,8.8108e-01,6.4832e-01
1.8500e+00,1.3347e+00,8.6669e-01,6.3656e-01
1.9000e+00,1.3161e+00,8.5247e-01,6.2493e-01
1.9500e+00,1.2570e+00,8.3845e-01,6.1347e-01
2.0000e+00,1.1899e+00,8.2463e-01,6.0216e-01
2.0500e+00,1.0916e+00,8.1102e-01,5.9102e-01
2.1000e+00,9.9708e-01,7.9761e-01,5.8004e-01
2.1500e+00,9.0841e-01,7.8441e-01,5.6924e-01
2.2000e+00,8.2053e-01,7.7143e-01,5.5861e-01
2.2500e+00,7.4635e-01,7.5867e-01,5.4817e-01
2.3000e+00,6.9358e-01,7.4613e-01,5.3790e-01
2.3500e+00,6.3307e-01,7.3380e-01,5.2781e-01
2.4000e+00,5.8394e-01,7.2171e-01,5.1791e-01
2.4500e+00,5.5038e-01,7.0983e-01,5.0818e-01
2.5000e+00,5.2595e-01,6.9818e-01,4.9864e-01
2.5500e+00,5.0172e-01,6.8675e-01,4.8928e-01
2.6000e+00,4.7771e-01,6.7554e-01,4.8010e-01
2.6500e+00,4.6413e-01,6.6455e-01,4.7110e-01
2.7000e+00,4.5577e-01,6.5378e-01,4.6228e-01
2.7500e+00,4.5035e-01,6.4322e-01,4.5363e-01
2.8000e+00,4.4595e-01,6.3288e-01,4.4516e-01
2.8500e+00,4.4316e-01,6.2274e-01,4.3686e-01
2.9000e+00,4.3848e-01,6.1282e-01,4.2873e-01
2.9500e+00,4.3546e-01,6.0310e-01,4.2077e-01
3.0000e+00,4.3378e-01,5.9359e-01,4.1298e-01
3.0500e+00,4.3321e-01,5.8427e-01,4.0535e-01
3.1000e+00,4.3448e-01,5.7515e-01,3.9788e-01
3.1500e+00,4.3696e-01,5.6622e-01,3.9057e-01
3.2000e+00,4.4122e-01,5.5748e-01,3.8342e-01
3.2500e+00,4.4647e-01,5.4892e-01,3.7642e-01
3.3000e+00,4.5531e-01,5.4054e-01,3.6956e-01
3.3500e+00,4.6299e-01,5.3234e-01,3.6286e-01
3.4000e+00,4.6619e-01,5.2432e-01,3.5630e-01
3.4500e+00,4.6728e-01,5.1646e-01,3.4988e-01
3.5000e+00,4.7087e-01,5.0876e-01,3.4360e-01
3.5500e+00,4.7678e-01,5.0122e-01,3.3746e-01
3.6000e+00,4.7377e-01,4.9384e-01,3.3145e-01
3.6500e+00,4.6992e-01,4.8662e-01,3.2557e-01
3.7000e+00,4.6865e-01,4.7954e-01,3.1982e-01
3.7500e+00,4.6619e-01,4.7260e-01,3.1419e-01
3.8000e+00,4.6287e-01,4.6580e-01,3.0868e-01
3.8500e+00,4.5966e-01,4.5914e-01,3.0329e-01
3.9000e+00,4.5620e-01,4.5262e-01,2.9801e-01
3.9500e+00,4.5214e-01,4.4622e-01,2.9285e-01
4.0000e+00,4.4858e-01,4.3994e-01,2.8780e-01
4.0500e+00,4.4326e-01,4.3379e-01,2.8286e-01
4.1000e+00,4.3975e-01,4.2775e-01,2.7802e-01
4.1500e+00,4.3667e-01,4.2183e-01,2.7328e-01
4.2000e+00,4.3337e-01,4.1601e-01,2.6864e-01
4.2500e+00,4.3065e-01,4.1031e-01,2.6410e-01
4.3000e+00,4.3056e-01,4.0471e-01,2.5966e-01
4.3500e+00,4.3154e-01,3.9920e-01,2.5531e-01
4.4000e+00,4.3277e-01,3.9380e-01,2.5105e-01
4.4500e+00,4.3406e-01,3.8849e-01,2.4688e-01
4.5000e+00,4.3833e-01,3.8328e-01,2.4279e-01
4.5500e+00,4.4071e-01,3.7815e-01,2.3879e-01
4.6000e+00,4.4100e-01,3.7311e-01,2.3487e-01
4.6500e+00,4.4067e-01,3.6815e-01,2.3103e-01
4.7000e+00,4.4065e-01,3.6328e-01,2.2727e-01
4.7500e+00,4.4054e-01,3.5849e-01,2.2359e-01
4.8000e+00,4.4182e-01,3.5377e-01,2.1998e-01
4.8500e+00,4.4063e-01,3.4913e-01,2.1644e-01
4.9000e+00,4.3509e-01,3.4456e-01,2.1298e-01
4.9500e+00,4.3017e-01,3.4006e-01,2.0958e-01
5.0000e+00,4.2512e-01,3.3564e-01,2.0625e-01
5.0500e+00,4.1904e-01,3.3128e-01,2.0299e-01
5.1000e+00,4.1032e-01,3.2698e-01,1.9979e-01
5.1500e+00,3.9981e-01,3.2275e-01,1.9666e-01
5.2000e+00,3.8693e-01,3.1858e-01,1.9359e-01
5.2500e+00,3.7135e-01,3.1448e-01,1.9057e-01
5.3000e+00,3.5459e-01,3.1043e-01,1.8762e-01
5.3500e+00,3.3805e-01,3.0644e-01,1.8473e-01
5.4000e+00,3.2194e-01,3.0251e-01,1.8189e-01
5.4500e+00,3.0729e-01,2.9864e-01,1.7910e-01
5.5000e+00,2.9383e-01,2.9482e-01,1.7637e-01
5.5500e+00,2.8225e-01,2.9105e-01,1.7369e-01
5.6000e+00,2.7307e-01,2.8734e-01,1.7106e-01
5.6500e+00,2.6479e-01,2.8368e-01,1.6849e-01
5.7000e+00,2.5787e-01,2.8007e-01,1.6596e-01
5.7500e+00,2.5276e-01,2.7651e-01,1.6348e-01
5.8000e+00,2.4878e-01,2.7299e-01,1.6105e-01
5.8500e+00,2.4631e-01,2.6953e-01,1.5866e-01
5.9000e+00,2.4430e-01,2.6611e-01,1.5632e-01
5.9500e+00,2.4257e-01,2.6274e-01,1.5402e-01
6.0000e+00,2.4091e-01,2.5942e-01,1.5177e-01
6.0500e+00,2.3925e-01,2.5614e-01,1.4955e-01
6.1000e+00,2.3803e-01,2.5290e-01,1.4738e-01
6.1500e+00,2.3786e-01,2.4971e-01,1.4525e-01
6.2000e+00,2.3657e-01,2.4656e-01,1.4316e-01
6.2500e+00,2.3526e-01,2.4345e-01,1.4110e-01
6.3000e+00,2.3414e-01,2.4038e-01,1.3909e-01
6.3500e+00,2.3329e-01,2.3736e-01,1.3711e-01
6.4000e+00,2.3222e-01,2.3438e-01,1.3517e-01
6.4500e+00,2.3005e-01,2.3143e-01,1.3326e-01
6.5000e+00,2.2769e-01,2.2853e-01,1.3139e-01
6.5500e+00,2.2583e-01,2.2566e-01,1.2955e-01
6.6000e+00,2.2341e-01,2.2284e-01,1.2774e-01
6.6500e+00,2.2064e-01,2.2005e-01,1.2597e-01
6.7000e+00,2.1764e-01,2.1730e-01,1.2423e-01
6.7500e+00,2.1445e-01,2.1458e-01,1.2252e-01
6.8000e+00,2.1080e-01,2.1190e-01,1.2084e-01
6.8500e+00,2.0728e-01,2.0926e-01,1.1919e-01
6.9000e+00,2.0334e-01,2.0666e-01,1.1757e-01
6.9500e+00,1.9913e-01,2.0409e-01,1.1597e-01
7.0000e+00,1.9504e-01,2.0156e-01,1.1441e-01
7.0500e+00,1.9100e-01,1.9906e-01,1.1287e-01
7.1000e+00,1.8728e-01,1.9659e-01,1.1137e-01
7.1500e+00,1.8376e-01,1.9416e-01,1.0988e-01
7.2000e+00,1.8067e-01,1.9176e-01,1.0842e-01
7.2500e+00,1.7793e-01,1.8939e-01,1.0699e-01
7.3000e+00,1.7560e-01,1.8706e-01,1.0559e-01
7.3500e+00,1.7367e-01,1.8476e-01,1.0420e-01
7.4000e+00,1.7204e-01,1.8249e-01,1.0284e-01
7.4500e+00,1.7072e-01,1.8026e-01,1.0151e-01
7.5000e+00,1.6990e-01,1.7805e-01,1.0020e-01
7.5500e+00,1.6937e-01,1.7588e-01,9.8907e-02
7.6000e+00,1.6912e-01,1.7373e-01,9.7639e-02
7.6500e+00,1.6901e-01,1.7162e-01,9.6393e-02
7.7000e+00,1.6889e-01,1.6954e-01,9.5168e-02
7.7500e+00,1.6888e-01,1.6748e-01,9.3964e-02
7.8000e+00,1.6853e-01,1.6546e-01,9.2780e-02
7.8500e+00,1.6799e-01,1.6346e-01,9.1616e-02
7.9000e+00,1.6729e-01,1.6149e-01,9.0472e-02
7.9500e+00,1.6643e-01,1.5955e-01,8.9347e-02
8.0000e+00,1.6509e-01,1.5764e-01,8.8240e-02
8.0500e+00,1.6364e-01,1.5576e-01,8.7153e-02
8.1000e+00,1.6213e-01,1.5390e-01,8.6083e-02
8.1500e+00,1.6021e-01,1.5207e-01,8.5031e-02
8.2000e+00,1.5811e-01,1.5027e-01,8.3997e-02
8.2500e+00,1.5635e-01,1.4849e-01,8.2980e-02
8.3000e+00,1.5474e-01,1.4674e-01,8.1980e-02
8.3500e+00,1.5283e-01,1.4501e-01,8.0996e-02
8.4000e+00,1.5076e-01,1.4331e-01,8.0028e-02
8.4500e+00,1.4888e-01,1.4163e-01,7.9077e-02
8.5000e+00,1.4710e-01,1.3998e-01,7.8140e-02
8.5500e+00,1.4522e-01,1.3835e-01,7.7220e-02
8.6000e+00,1.4338e-01,1.3675e-01,7.6314e-02
8.6500e+00,1.4149e-01,1.3517e-01,7.5423e-02
8.7000e+00,1.3984e-01,1.3361e-01,7.4546e-02
8.7500e+00,1.3805e-01,1.3208e-01,7.3684e-02
8.8000e+00,1.3618e-01,1.3057e-01,7.2835e-02
8.8500e+00,1.3424e-01,1.2908e-01,7.2001e-02
8.9000e+00,1.3235e-01,1.2761e-01,7.1179e-02
8.9500e+00,1.3033e-01,1.2617e-01,7.0371e-02
9.0000e+00,1.2819e-01,1.2475e-01,6.9576e-02
9.0500e+00,1.2601e-01,1.2334e-01,6.8793e-02
9.1000e+00,1.2386e-01,1.2196e-01,6.8023e-02
9.1500e+00,1.2168e-01,1.2060e-01,6.7265e-02
9.2000e+00,1.1957e-01,1.1926e-01,6.6520e-02
9.2500e+00,1.1745e-01,1.1794e-01,6.5786e-02
9.3000e+00,1.1527e-01,1.1664e-01,6.5063e-02
9.3500e+00,1.1341e-01,1.1536e-01,6.4352e-02
9.4000e+00,1.1162e-01,1.1410e-01,6.3652e-02
9.4500e+00,1.0973e-01,1.1286e-01,6.2963e-02
9.5000e+00,1.0790e-01,1.1163e-01,6.2285e-02
9.5500e+00,1.0634e-01,1.1043e-01,6.1618e-02
9.6000e+00,1.0481e-01,1.0924e-01,6.0960e-02
9.6500e+00,1.0344e-01,1.0807e-01,6.0313e-02
9.7000e+00,1.0209e-01,1.0692e-01,5.9676e-02
9.7500e+00,1.0086e-01,1.0578e-01,5.9049e-02
9.8000e+00,9.9701e-02,1.0466e-01,5.8432e-02
9.8500e+00,9.8641e-02,1.0356e-01,5.7824e-02
9.9000e+00,9.7693e-02,1.0248e-01,5.7225e-02
9.9500e+00,9.6754e-02,1.0141e-01,5.6635e-02
1.0000e+01,9.5745e-02,1.0036e-01,5.6054e-02
1.0050e+01,9.4935e-02,9.9318e-02,5.5483e-02
1.0100e+01,9.4161e-02,9.8296e-02,5.4919e-02
1.0150e+01,9.3364e-02,9.7290e-02,5.4365e-02
1.0200e+01,9.2593e-02,9.6298e-02,5.3818e-02
1.0250e+01,9.1782e-02,9.5322e-02,5.3280e-02
1.0300e+01,9.0883e-02,9.4359e-02,5.2750e-02
1.0350e+01,9.0071e-02,9.3411e-02,5.2227e-02
1.0400e+01,8.9218e-02,9.2477e-02,5.1713e-02
1.0450e+01,8.8340e-02,9.1557e-02,5.1206e-02
1.0500e+01,8.7506e-02,9.0650e-02,5.0706e-02
1.0550e+01,8.6666e-02,8.9757e-02,5.0214e-02
1.0600e+01,8.5740e-02,8.8877e-02,4.9729e-02
1.0650e+01,8.4878e-02,8.8009e-02,4.9251e-02
1.0700e+01,8.3979e-02,8.7155e-02,4.8780e-02
1.0750e+01,8.3092e-02,8.6312e-02,4.8316e-02
1.0800e+01,8.2267e-02,8.5482e-02,4.7859e-02
1.0850e+01,8.1387e-02,8.4665e-02,4.7408e-02
1.0900e+01,8.0538e-02,8.3858e-02,4.6963e-02
1.0950e+01,7.9745e-02,8.3064e-02,4.6525e-02
1.1000e+01,7.8936e-02,8.2281e-02,4.6094e-02
1.1050e+01,7.8156e-02,8.1509e-02,4.5668e-02
1.1100e+01,7.7346e-02,8.0748e-02,4.5248e-02
1.1150e+01,7.6614e-02,7.9998e-02,4.4834e-02
1.1200e+01,7.5852e-02,7.9259e-02,4.4426e-02
1.1250e+01,7.5253e-02,7.8530e-02,4.4024e-02
1.1300e+01,7.4686e-02,7.7811e-02,4.3628e-02
1.1350e+01,7.4128e-02,7.7103e-02,4.3236e-02
1.1400e+01,7.3690e-02,7.6404e-02,4.2851e-02
1.1450e+01,7.3336e-02,7.5715e-02,4.2470e-02
1.1500e+01,7.3001e-02,7.5036e-02,4.2095e-02
1.1550e+01,7.2753e-02,7.4366e-02,4.1725e-02
1.1600e+01,7.2531e-02,7.3705e-02,4.1360e-02
1.1650e+01,7.2414e-02,7.3054e-02,4.0999e-02
1.1700e+01,7.2308e-02,7.2411e-02,4.0644e-02
1.1750e+01,7.2236e-02,7.1777e-02,4.0293e-02
1.1800e+01,7.2165e-02,7.1152e-02,3.9948e-02
1.1850e+01,7.2175e-02,7.0535e-02,3.9606e-02
1.1900e+01,7.2194e-02,6.9926e-02,3.9270e-02
1.1950e+01,7.2193e-02,6.9325e-02,3.8937e-02
1.2000e+01,7.2186e-02,6.8733e-02,3.8609e-02
1.2050e+01,7.2187e-02,6.8148e-02,3.8286e-02
1.2100e+01,7.2175e-02,6.7571e-02,3.7966e-02
1.2150e+01,7.2364e-02,6.7001e-02,3.7651e-02
1.2200e+01,7.2620e-02,6.6439e-02,3.7339e-02
1.2250e+01,7.2298e-02,6.5884e-02,3.7032e-02
1.2300e+01,7.1774e-02,6.5337e-02,3.6729e-02
1.2350e+01,7.1266e-02,6.4796e-02,3.6429e-02
1.2400e+01,7.0776e-02,6.4262e-02,3.6134e-02
1.2450e+01,7.0240e-02,6.3735e-02,3.5842e-02
1.2500e+01,6.9626e-02,6.3214e-02,3.5553e-02
1.2550e+01,6.8911e-02,6.2700e-02,3.5269e-02
1.2600e+01,6.8195e-02,6.2193e-02,3.4988e-02
1.2650e+01,6.7409e-02,6.1692e-02,3.4710e-02
1.2700e+01,6.6610e-02,6.1196e-02,3.4436e-02
1.2750e+01,6.5813e-02,6.0707e-02,3.4165e-02
1.2800e+01,6.4947e-02,6.0224e-02,3.3897e-02
1.2850e+01,6.4079e-02,5.9747e-02,3.3633e-02
1.2900e+01,6.3203e-02,5.9275e-02,3.3372e-02
1.2950e+01,6.2354e-02,5.8809e-02,3.3114e-02
1.3000e+01,6.1497e-02,5.8349e-02,3.2859e-02
1.3050e+01,6.0530e-02,5.7894e-02,3.2607e-02
1.3100e+01,5.9632e-02,5.7444e-02,3.2358e-02
1.3150e+01,5.8755e-02,5.6999e-02,3.2112e-02
1.3200e+01,5.7917e-02,5.6560e-02,3.1869e-02
1.3250e+01,5.7144e-02,5.6126e-02,3.1629e-02
1.3300e+01,5.6414e-02,5.5696e-02,3.1391e-02
1.3350e+01,5.5717e-02,5.5272e-02,3.1156e-02
1.3400e+01,5.5011e-02,5.4852e-02,3.0924e-02
1.3450e+01,5.4365e-02,5.4436e-02,3.0695e-02
1.3500e+01,5.3696e-02,5.4026e-02,3.0468e-02
1.3550e+01,5.3024e-02,5.3620e-02,3.0244e-02
1.3600e+01,5.2437e-02,5.3218e-02,3.0022e-02
1.3650e+01,5.1835e-02,5.2821e-02,2.9803e-02
1.3700e+01,5.1264e-02,5.2428e-02,2.9587e-02
1.3750e+01,5.0769e-02,5.2039e-02,2.9372e-02
1.3800e+01,5.0279e-02,5.1654e-02,2.9160e-02
1.3850e+01,4.9585e-02,5.1274e-02,2.8951e-02
1.3900e+01,4.9316e-02,5.0897e-02,2.8743e-02
1.3950e+01,4.8938e-02,5.0524e-02,2.8538e-02
1.4000e+01,4.8557e-02,5.0155e-02,2.8335e-02
1.4050e+01,4.8183e-02,4.9790e-02,2.8135e-02
1.4100e+01,4.7830e-02,4.9429e-02,2.7936e-02
1.4150e+01,4.7490e-02,4.9071e-02,2.7740e-02
1.4200e+01,4.7180e-02,4.8717e-02,2.7545e-02
1.4250e+01,4.6849e-02,4.8366e-02,2.7353e-02
1.4300e+01,4.6561e-02,4.8019e-02,2.7163e-02
1.4350e+01,4.6244e-02,4.7675e-02,2.6975e-02
1.4400e+01,4.5969e-02,4.7335e-02,2.6788e-02
1.4450e+01,4.5686e-02,4.6998e-02,2.6604e-02
1.4500e+01,4.5410e-02,4.6664e-02,2.6421e-02
1.4550e+01,4.5132e-02,4.6333e-02,2.6241e-02
1.4600e+01,4.4842e-02,4.6005e-02,2.6062e-02
1.4650e+01,4.4583e-02,4.5681e-02,2.5885e-02
1.4700e+01,4.4216e-02,4.5359e-02,2.5710e-02
1.4750e+01,4.4003e-02,4.5041e-02,2.5536e-02
1.4800e+01,4.3746e-02,4.4725e-02,2.5365e-02
1.4850e+01,4.3439e-02,4.4413e-02,2.5195e-02
1.4900e+01,4.3070e-02,4.4103e-02,2.5026e-02
1.4950e+01,4.2832e-02,4.3796e-02,2.4860e-02
1.5000e+01,4.2531e-02,4.3492e-02,2.4694e-02
1.5050e+01,4.2200e-02,4.3190e-02,2.4531e-02
1.5100e+01,4.1861e-02,4.2891e-02,2.4369e-02
1.5150e+01,4.1510e-02,4.2595e-02,2.4209e-02
1.5200e+01,4.1147e-02,4.2301e-02,2.4050e-02
1.5250e+01,4.0788e-02,4.2010e-02,2.3893e-02
1.5300e+01,4.0385e-02,4.1721e-02,2.3737e-02
1.5350e+01,4.0070e-02,4.1435e-02,2.3582e-02
1.5400e+01,3.9685e-02,4.1152e-02,2.3429e-02
1.5450e+01,3.9363e-02,4.0870e-02,2.3278e-02
1.5500e+01,3.8993e-02,4.0591e-02,2.3128e-02
1.5550e+01,3.8607e-02,4.0315e-02,2.2979e-02
1.5600e+01,3.8249e-02,4.0041e-02,2.2832e-02
1.5650e+01,3.7832e-02,3.9769e-02,2.2686e-02
1.5700e+01,3.7431e-02,3.9499e-02,2.2541e-02
1.5750e+01,3.7043e-02,3.9231e-02,2.2398e-02
1.5800e+01,3.6649e-02,3.8966e-02,2.2256e-02
1.5850e+01,3.6246e-02,3.8703e-02,2.2115e-02
1.5900e+01,3.5847e-02,3.8441e-02,2.1975e-02
1.5950e+01,3.5428e-02,3.8182e-02,2.1837e-02
1.6000e+01,3.4997e-02,3.7925e-02,2.1700e-02
1.6050e+01,3.4615e-02,3.7671e-02,2.1564e-02
1.6100e+01,3.4186e-02,3.7418e-02,2.1429e-02
1.6150e+01,3.3767e-02,3.7167e-02,2.1296e-02
1.6200e+01,3.3342e-02,3.6918e-02,2.1163e-02
1.6250e+01,3.2889e-02,3.6671e-02,2.1032e-02
1.6300e+01,3.2409e-02,3.6425e-02,2.0902e-02
1.6350e+01,3.1960e-02,3.6182e-02,2.0773e-02
1.6400e+01,3.1494e-02,3.5941e-02,2.0645e-02
1.6450e+01,3.0905e-02,3.5701e-02,2.0518e-02
1.6500e+01,3.0324e-02,3.5463e-02,2.0392e-02
1.6550e+01,2.9736e-02,3.5228e-02,2.0267e-02
1.6600e+01,2.9097e-02,3.4993e-02,2.0144e-02
1.6650e+01,2.8487e-02,3.4761e-02,2.0021e-02
1.6700e+01,2.7828e-02,3.4530e-02,1.9899e-02
1.6750e+01,2.7128e-02,3.4301e-02,1.9779e-02
1.6800e+01,2.6431e-02,3.4074e-02,1.9659e-02
1.6850e+01,2.5696e-02,3.3848e-02,1.9540e-02
1.6900e+01,2.4896e-02,3.3624e-02,1.9422e-02
1.6950e+01,2.4151e-02,3.3402e-02,1.9306e-02
1.7000e+01,2.3330e-02,3.3181e-02,1.9190e-02
